symbol,name,market_cap,sector,industry,sub_industry
A,"Agilent Technologies, Inc.",39233622016,Healthcare,Diagnostics & Research,
AA,Alcoa Corporation,14048798720,Basic Materials,Aluminum,
AAL,American Airlines Group Inc.,10191734784,Industrials,Airlines,
AAMI,Acadian Asset Management Inc.,1732580352,Financial Services,Asset Management,
AAOI,"Applied Optoelectronics, Inc.",2537963264,Technology,Communication Equipment,
AAON,"AAON, Inc.",6185412096,Industrials,Building Products & Equipment,
AAP,"Advance Auto Parts, Inc.",2475917568,Consumer Cyclical,Auto Parts,
AAPL,Apple Inc.,4057362333696,Technology,Consumer Electronics,
AAT,"American Assets Trust, Inc.",1461622912,Real Estate,REIT - Diversified,
AB,AllianceBernstein Holding L.P.,4329745920,Financial Services,Asset Management,
ABBV,AbbVie Inc.,406463086592,Healthcare,Drug Manufacturers - General,
ABCB,Ameris Bancorp,5212600320,Financial Services,Banks - Regional,
ABCL,AbCellera Biologics Inc.,1071619392,Healthcare,Biotechnology,
ABEV,Ambev S.A.,37889912832,Consumer Defensive,Beverages - Brewers,
ABG,"Asbury Automotive Group, Inc.",4747258368,Consumer Cyclical,Auto & Truck Dealerships,
ABM,ABM Industries Incorporated,2612850176,Industrials,Specialty Business Services,
ABNB,"Airbnb, Inc.",83766083584,Consumer Cyclical,Travel Services,
ABR,"Arbor Realty Trust, Inc.",1688718592,Real Estate,REIT - Mortgage,
ABT,Abbott Laboratories,217278889984,Healthcare,Medical Devices,
ABTC,American Bitcoin Corp,1753173376,Financial Services,Capital Markets,
ABVX,ABIVAX Société Anonyme,11228963840,Healthcare,Biotechnology,
ACA,"Arcosa, Inc.",5408685056,Industrials,Engineering & Construction,
ACAD,ACADIA Pharmaceuticals Inc.,4672802304,Healthcare,Biotechnology,
ACGL,Arch Capital Group Ltd.,35780628480,Financial Services,Insurance - Diversified,
ACHC,"Acadia Healthcare Company, Inc.",1356571392,Healthcare,Medical Care Facilities,
ACHR,Archer Aviation Inc.,5792121344,Industrials,Aerospace & Defense,
ACI,"Albertsons Companies, Inc.",9746926592,Consumer Defensive,Grocery Stores,
ACIW,"ACI Worldwide, Inc.",5028549632,Technology,Software - Infrastructure,
ACLS,"Axcelis Technologies, Inc.",2595512064,Technology,Semiconductor Equipment & Materials,
ACLX,"Arcellx, Inc.",3799540992,Healthcare,Biotechnology,
ACM,AECOM,12900250624,Industrials,Engineering & Construction,
ACMR,"ACM Research, Inc.",2635281408,Technology,Semiconductor Equipment & Materials,
ACN,Accenture plc,168113438720,Technology,Information Technology Services,
ACT,"Enact Holdings, Inc.",5913500160,Financial Services,Insurance - Specialty,
ACVA,ACV Auctions Inc.,1498949248,Consumer Cyclical,Auto & Truck Dealerships,
ACWV,iShares MSCI Global Min Vol Factor ETF,6172133888,,,
AD,"Array Digital Infrastructure, Inc.",4624778752,Communication Services,Telecom Services,
ADBE,Adobe Inc.,150081961984,Technology,Software - Application,
ADC,Agree Realty Corporation,8346417664,Real Estate,REIT - Retail,
ADEA,Adeia Inc.,1855102720,Technology,Software - Application,
ADI,"Analog Devices, Inc.",135555842048,Technology,Semiconductors,
ADM,Archer-Daniels-Midland Company,27829792768,Consumer Defensive,Farm Products,
ADMA,"ADMA Biologics, Inc.",4600800256,Healthcare,Biotechnology,
ADNT,Adient plc,1585920512,Consumer Cyclical,Auto Parts,
ADP,"Automatic Data Processing, Inc.",104853364736,Technology,Software - Application,
ADPT,Adaptive Biotechnologies Corporation,2549508608,Healthcare,Biotechnology,
ADSK,"Autodesk, Inc.",64051228672,Technology,Software - Application,
ADT,ADT Inc.,6675456512,Industrials,Security & Protection Services,
ADUS,Addus HomeCare Corporation,2036117248,Healthcare,Medical Care Facilities,
AEE,Ameren Corporation,26998095872,Utilities,Utilities - Regulated Electric,
AEG,Aegon Ltd.,11727381504,Financial Services,Insurance - Diversified,
AEIS,"Advanced Energy Industries, Inc.",8223232000,Industrials,Electrical Equipment & Parts,
AEM,Agnico Eagle Mines Limited,91979956224,Basic Materials,Gold,
AEO,"American Eagle Outfitters, Inc.",4468336640,Consumer Cyclical,Apparel Retail,
AEP,"American Electric Power Company, Inc.",61914169344,Utilities,Utilities - Regulated Electric,
AER,AerCap Holdings N.V.,25815687168,Industrials,Rental & Leasing Services,
AES,The AES Corporation,10019542016,Utilities,Utilities - Diversified,
AESI,Atlas Energy Solutions Inc.,1565984128,Energy,Oil & Gas Equipment & Services,
AFG,"American Financial Group, Inc.",11523037184,Financial Services,Insurance - Property & Casualty,
AFL,Aflac Incorporated,58777980928,Financial Services,Insurance - Life,
AFRM,"Affirm Holdings, Inc.",25022881792,Technology,Software - Infrastructure,
AFYA,Afya Limited,1357624704,Consumer Defensive,Education & Training Services,
AG,First Majestic Silver Corp.,8542002688,Basic Materials,Silver,
AGCO,AGCO Corporation,7869054976,Industrials,Farm & Heavy Construction Machinery,
AGG,iShares Core U.S. Aggregate Bond ETF,57282904064,,,
AGI,Alamos Gold Inc.,17116641280,Basic Materials,Gold,
AGIO,"Agios Pharmaceuticals, Inc.",1633953024,Healthcare,Biotechnology,
AGM,Federal Agricultural Mortgage Corporation,1936569728,Financial Services,Credit Services,
AGNC,AGNC Investment Corp.,11639056384,Real Estate,REIT - Mortgage,
AGO,Assured Guaranty Ltd.,4314325504,Financial Services,Insurance - Specialty,
AGRO,Adecoagro S.A.,1130311296,Consumer Defensive,Farm Products,
AGX,"Argan, Inc.",4510800896,Industrials,Engineering & Construction,
AGYS,"Agilysys, Inc.",3406638848,Technology,Software - Application,
AHCO,AdaptHealth Corp.,1388099456,Healthcare,Medical Devices,
AHR,"American Healthcare REIT, Inc.",8931385344,Real Estate,REIT - Healthcare Facilities,
AI,"C3.ai, Inc.",1969138304,Technology,Software - Infrastructure,
AIG,"American International Group, Inc.",47910252544,Financial Services,Insurance - Diversified,
AIN,Albany International Corp.,1519962368,Consumer Cyclical,Textile Manufacturing,
AIR,AAR Corp.,3365581056,Industrials,Aerospace & Defense,
AIT,"Applied Industrial Technologies, Inc.",9995728896,Industrials,Industrial Distribution,
AIZ,"Assurant, Inc.",12116770816,Financial Services,Insurance - Property & Casualty,
AJG,Arthur J. Gallagher & Co.,67149373440,Financial Services,Insurance Brokers,
AKAM,"Akamai Technologies, Inc.",12720563200,Technology,Software - Infrastructure,
AKR,Acadia Realty Trust,2974099712,Real Estate,REIT - Retail,
AL,Air Lease Corporation,7176432640,Industrials,Rental & Leasing Services,
ALAB,"Astera Labs, Inc.",28250818560,Technology,Semiconductors,
ALB,Albemarle Corporation,17655805952,Basic Materials,Specialty Chemicals,
ALC,Alcon Inc.,39634198528,Healthcare,Medical Instruments & Supplies,
ALEX,"Alexander & Baldwin, Inc.",1503189888,Real Estate,REIT - Retail,
ALG,Alamo Group Inc.,2112446080,Industrials,Farm & Heavy Construction Machinery,
ALGM,"Allegro MicroSystems, Inc.",4974148608,Technology,Semiconductors,
ALGN,"Align Technology, Inc.",11479665664,Healthcare,Medical Instruments & Supplies,
ALGT,Allegiant Travel Company,1553526656,Industrials,Airlines,
ALH,Alliance Laundry Holdings Inc.,4330355200,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
ALHC,"Alignment Healthcare, Inc.",3757723136,Healthcare,Healthcare Plans,
ALIT,"Alight, Inc.",1082495488,Technology,Software - Application,
ALK,"Alaska Air Group, Inc.",5972254208,Industrials,Airlines,
ALKS,Alkermes plc,4704197632,Healthcare,Drug Manufacturers - Specialty & Generic,
ALKT,"Alkami Technology, Inc.",2429792768,Technology,Software - Application,
ALL,The Allstate Corporation,54756409344,Financial Services,Insurance - Property & Casualty,
ALLE,Allegion plc,13833076736,Industrials,Security & Protection Services,
ALLY,Ally Financial Inc.,14250540032,Financial Services,Credit Services,
ALMS,Alumis Inc.,1145195648,Healthcare,Biotechnology,
ALNY,"Alnylam Pharmaceuticals, Inc.",52923473920,Healthcare,Biotechnology,
ALRM,"Alarm.com Holdings, Inc.",2585579776,Technology,Software - Application,
ALSN,"Allison Transmission Holdings, Inc.",8439435776,Consumer Cyclical,Auto Parts,
ALV,"Autoliv, Inc.",9245284352,Consumer Cyclical,Auto Parts,
AM,Antero Midstream Corporation,8482227200,Energy,Oil & Gas Midstream,
AMAT,"Applied Materials, Inc.",208640655360,Technology,Semiconductor Equipment & Materials,
AMBA,"Ambarella, Inc.",3073804800,Technology,Semiconductor Equipment & Materials,
AMBP,Ardagh Metal Packaging S.A.,2426660352,Consumer Cyclical,Packaging & Containers,
AMCR,Amcor plc,19205554176,Consumer Cyclical,Packaging & Containers,
AMD,"Advanced Micro Devices, Inc.",350012669952,Technology,Semiconductors,
AME,"AMETEK, Inc.",48142352384,Industrials,Specialty Industrial Machinery,
AMG,"Affiliated Managers Group, Inc.",8411959808,Financial Services,Asset Management,
AMGN,Amgen Inc.,179276349440,Healthcare,Drug Manufacturers - General,
AMH,American Homes 4 Rent,13472978944,Real Estate,REIT - Residential,
AMKR,"Amkor Technology, Inc.",10033582080,Technology,Semiconductor Equipment & Materials,
AMLX,"Amylyx Pharmaceuticals, Inc.",1354075264,Healthcare,Biotechnology,
AMP,"Ameriprise Financial, Inc.",47308300288,Financial Services,Asset Management,
AMPH,"Amphastar Pharmaceuticals, Inc.",1260946560,Healthcare,Drug Manufacturers - Specialty & Generic,
AMPL,"Amplitude, Inc.",1594876160,Technology,Software - Application,
AMPX,"Amprius Technologies, Inc.",1079101440,Industrials,Electrical Equipment & Parts,
AMR,"Alpha Metallurgical Resources, Inc.",2677861376,Basic Materials,Coking Coal,
AMRC,"Ameresco, Inc.",1593427200,Industrials,Engineering & Construction,
AMRX,"Amneal Pharmaceuticals, Inc.",4070999552,Healthcare,Drug Manufacturers - Specialty & Generic,
AMRZ,Amrize Ltd,30834323456,Basic Materials,Building Materials,
AMSC,American Superconductor Corporation,1455728256,Industrials,Specialty Industrial Machinery,
AMT,American Tower Corporation,82604204032,Real Estate,REIT - Specialty,
AMTM,"Amentum Holdings, Inc.",7245559296,Industrials,Specialty Business Services,
AMX,"América Móvil, S.A.B. de C.V.",62658461696,Communication Services,Telecom Services,
AMZN,"Amazon.com, Inc.",2485688991744,Consumer Cyclical,Internet Retail,
AN,"AutoNation, Inc.",7713135616,Consumer Cyclical,Auto & Truck Dealerships,
ANAB,"AnaptysBio, Inc.",1401447168,Healthcare,Biotechnology,
ANDE,"The Andersons, Inc.",1824785920,Consumer Defensive,Food Distribution,
ANET,"Arista Networks, Inc.",166024151040,Technology,Computer Hardware,
ANF,Abercrombie & Fitch Co.,5970335744,Consumer Cyclical,Apparel Retail,
ANIP,"ANI Pharmaceuticals, Inc.",1850777728,Healthcare,Drug Manufacturers - Specialty & Generic,
AON,Aon plc,76903219200,Financial Services,Insurance Brokers,
AORT,"Artivion, Inc.",2193933568,Healthcare,Medical Devices,
AOS,A. O. Smith Corporation,9495181312,Industrials,Specialty Industrial Machinery,
APA,APA Corporation,8651277312,Energy,Oil & Gas E&P,
APAM,Artisan Partners Asset Management Inc.,2947089408,Financial Services,Asset Management,
APD,"Air Products and Chemicals, Inc.",55073652736,Basic Materials,Specialty Chemicals,
APG,APi Group Corporation,16457397248,Industrials,Engineering & Construction,
APGE,"Apogee Therapeutics, Inc.",5282520064,Healthcare,Biotechnology,
APH,Amphenol Corporation,168221949952,Technology,Electronic Components,
APLD,Applied Digital Corporation,6716287488,Technology,Information Technology Services,
APLE,"Apple Hospitality REIT, Inc.",2853357568,Real Estate,REIT - Hotel & Motel,
APLS,"Apellis Pharmaceuticals, Inc.",3159334656,Healthcare,Biotechnology,
APO,"Apollo Global Management, Inc.",86204366848,Financial Services,Asset Management,
APP,AppLovin Corporation,241588240384,Communication Services,Advertising Agencies,
APPF,"AppFolio, Inc.",8523781120,Technology,Software - Application,
APPN,Appian Corporation,2649603840,Technology,Software - Infrastructure,
APTV,Aptiv PLC,16747908096,Consumer Cyclical,Auto Parts,
AQN,Algonquin Power & Utilities Corp.,4758083584,Utilities,Utilities - Diversified,
AR,Antero Resources Corporation,10522190848,Energy,Oil & Gas E&P,
ARCB,ArcBest Corporation,1755651456,Industrials,Trucking,
ARCC,Ares Capital Corporation,14457677824,Financial Services,Asset Management,
ARCO,Arcos Dorados Holdings Inc.,1552586752,Consumer Cyclical,Restaurants,
ARDT,"Ardent Health, Inc.",1320190464,Healthcare,Medical Care Facilities,
ARDX,"Ardelyx, Inc.",1394672512,Healthcare,Biotechnology,
ARE,"Alexandria Real Estate Equities, Inc.",8399297536,Real Estate,REIT - Office,
ARES,Ares Management Corporation,55280099328,Financial Services,Asset Management,
ARGX,argenx SE,52618444800,Healthcare,Biotechnology,
ARHS,"Arhaus, Inc.",1653264512,Consumer Cyclical,Specialty Retail,
ARI,"Apollo Commercial Real Estate Finance, Inc.",1383880448,Real Estate,REIT - Mortgage,
ARLO,"Arlo Technologies, Inc.",1500850560,Industrials,Building Products & Equipment,
ARLP,"Alliance Resource Partners, L.P.",3019342848,Energy,Thermal Coal,
ARM,Arm Holdings plc,116996308992,Technology,Semiconductors,
ARMK,Aramark,9838993408,Industrials,Specialty Business Services,
ARMN,Aris Mining Corporation,3425311232,Basic Materials,Gold,
AROC,"Archrock, Inc.",4508753408,Energy,Oil & Gas Equipment & Services,
ARQT,"Arcutis Biotherapeutics, Inc.",3548598784,Healthcare,Biotechnology,
ARR,"ARMOUR Residential REIT, Inc.",1973273216,Real Estate,REIT - Mortgage,
ARRY,"Array Technologies, Inc.",1562609536,Technology,Solar,
ARW,"Arrow Electronics, Inc.",5840872448,Technology,Electronics & Computer Distribution,
ARWR,"Arrowhead Pharmaceuticals, Inc.",9700150272,Healthcare,Biotechnology,
ARX,Accelerant Holdings,3662248960,Financial Services,Insurance Brokers,
AS,"Amer Sports, Inc.",21278906368,Consumer Cyclical,Leisure,
ASA,ASA Gold and Precious Metals Limited,1178577152,Financial Services,Asset Management,
ASAN,"Asana, Inc.",3271980032,Technology,Software - Application,
ASB,Associated Banc-Corp,4373843456,Financial Services,Banks - Regional,
ASGN,ASGN Incorporated,2190875904,Technology,Information Technology Services,
ASH,Ashland Inc.,2731997440,Basic Materials,Specialty Chemicals,
ASML,ASML Holding N.V.,416385433600,Technology,Semiconductor Equipment & Materials,
ASND,Ascendis Pharma A/S,12768292864,Healthcare,Biotechnology,
ASO,"Academy Sports and Outdoors, Inc.",3394078208,Consumer Cyclical,Specialty Retail,
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",9965572096,Industrials,Airports & Air Services,
ASTE,"Astec Industries, Inc.",1050229824,Industrials,Farm & Heavy Construction Machinery,
ASTH,"Astrana Health, Inc.",1274454144,Healthcare,Medical Care Facilities,
ASTS,"AST SpaceMobile, Inc.",26434523136,Technology,Communication Equipment,
ASX,"ASE Technology Holding Co., Ltd.",34294761472,Technology,Semiconductors,
ATAI,Atai Beckley N.V.,1478283392,Healthcare,Biotechnology,
ATAT,Atour Lifestyle Holdings Limited,5767881728,Consumer Cyclical,Lodging,
ATEC,"Alphatec Holdings, Inc.",3114354688,Healthcare,Medical Devices,
ATEN,"A10 Networks, Inc.",1303797760,Technology,Software - Infrastructure,
ATGE,Adtalem Global Education Inc.,3803153920,Consumer Defensive,Education & Training Services,
ATHM,Autohome Inc.,2796697088,Communication Services,Internet Content & Information,
ATI,ATI Inc.,16119467008,Industrials,Metal Fabrication,
ATKR,Atkore Inc.,2192103936,Industrials,Electrical Equipment & Parts,
ATMU,Atmus Filtration Technologies Inc.,4388558848,Consumer Cyclical,Auto Parts,
ATO,Atmos Energy Corporation,27194691584,Utilities,Utilities - Regulated Gas,
ATR,"AptarGroup, Inc.",8119774208,Healthcare,Medical Instruments & Supplies,
ATRC,"AtriCure, Inc.",2005086208,Healthcare,Medical Instruments & Supplies,
ATRO,Astronics Corporation,1974209536,Industrials,Aerospace & Defense,
ATS,ATS Corporation,2756244480,Industrials,Specialty Industrial Machinery,
AU,AngloGold Ashanti plc,46071054336,Basic Materials,Gold,
AUB,Atlantic Union Bankshares Corporation,5187660800,Financial Services,Banks - Regional,
AUGO,Aura Minerals Inc.,4515875328,Basic Materials,Gold,
AUPH,Aurinia Pharmaceuticals Inc.,2142409088,Healthcare,Biotechnology,
AUR,"Aurora Innovation, Inc.",7741484032,Technology,Information Technology Services,
AVA,Avista Corporation,3131184640,Utilities,Utilities - Diversified,
AVAH,Aveanna Healthcare Holdings Inc.,1800816000,Healthcare,Medical Care Facilities,
AVAV,"AeroVironment, Inc.",12732712960,Industrials,Aerospace & Defense,
AVB,"AvalonBay Communities, Inc.",26085994496,Real Estate,REIT - Residential,
AVDL,Avadel Pharmaceuticals plc,2118867200,Healthcare,Drug Manufacturers - Specialty & Generic,
AVGO,Broadcom Inc.,1669544673280,Technology,Semiconductors,
AVNT,Avient Corporation,2908976640,Basic Materials,Specialty Chemicals,
AVPT,"AvePoint, Inc.",2971418880,Technology,Software - Infrastructure,
AVT,"Avnet, Inc.",4007915776,Technology,Electronics & Computer Distribution,
AVTR,"Avantor, Inc.",7793143808,Healthcare,Medical Instruments & Supplies,
AVY,Avery Dennison Corporation,14109500416,Consumer Cyclical,Packaging & Containers,
AWI,"Armstrong World Industries, Inc.",8316414464,Industrials,Building Products & Equipment,
AWK,"American Water Works Company, Inc.",25480335360,Utilities,Utilities - Regulated Water,
AWR,American States Water Company,2827701504,Utilities,Utilities - Regulated Water,
AX,"Axos Financial, Inc.",4994301440,Financial Services,Banks - Regional,
AXGN,"Axogen, Inc.",1512811008,Healthcare,Medical Devices,
AXON,"Axon Enterprise, Inc.",46378655744,Industrials,Aerospace & Defense,
AXP,American Express Company,265165914112,Financial Services,Credit Services,
AXS,AXIS Capital Holdings Limited,8520182272,Financial Services,Insurance - Specialty,
AXSM,"Axsome Therapeutics, Inc.",7665242112,Healthcare,Biotechnology,
AXTA,Axalta Coating Systems Ltd.,6916593664,Basic Materials,Specialty Chemicals,
AYI,Acuity Inc.,11471257600,Industrials,Electrical Equipment & Parts,
AZN,AstraZeneca PLC,288042680320,Healthcare,Drug Manufacturers - General,
AZO,"AutoZone, Inc.",57361068032,Consumer Cyclical,Auto Parts,
AZTA,"Azenta, Inc.",1598137728,Healthcare,Medical Instruments & Supplies,
AZZ,AZZ Inc.,3320706560,Industrials,Specialty Business Services,
B,Barrick Mining Corporation,79010889728,Basic Materials,Gold,
BA,The Boeing Company,169487941632,Industrials,Aerospace & Defense,
BABA,Alibaba Group Holding Limited,363250155520,Consumer Cyclical,Internet Retail,
BAC,Bank of America Corporation,416048218112,Financial Services,Banks - Diversified,
BAH,Booz Allen Hamilton Holding Corporation,10524205056,Industrials,Consulting Services,
BALL,Ball Corporation,14331361280,Consumer Cyclical,Packaging & Containers,
BAM,Brookfield Asset Management Ltd.,86160359424,Financial Services,Asset Management,
BANC,"Banc of California, Inc.",3104109056,Financial Services,Banks - Regional,
BANF,BancFirst Corporation,3657758720,Financial Services,Banks - Regional,
BANR,Banner Corporation,2234504704,Financial Services,Banks - Regional,
BAP,Credicorp Ltd.,23135283200,Financial Services,Banks - Regional,
BATRA,"Atlanta Braves Holdings, Inc.",2688713472,Communication Services,Entertainment,
BATRK,"Atlanta Braves Holdings, Inc.",2521681408,Communication Services,Entertainment,
BAX,Baxter International Inc.,9962400768,Healthcare,Medical Instruments & Supplies,
BB,BlackBerry Limited,2342885632,Technology,Software - Infrastructure,
BBAI,"BigBear.ai Holdings, Inc.",2501438464,Technology,Information Technology Services,
BBAR,Banco BBVA Argentina S.A.,4249669888,Financial Services,Banks - Regional,
BBD,Banco Bradesco S.A.,35432988672,Financial Services,Banks - Regional,
BBIO,"BridgeBio Pharma, Inc.",14607329280,Healthcare,Biotechnology,
BBNX,"Beta Bionics, Inc.",1402624768,Healthcare,Medical Devices,
BBT,Beacon Financial Corporation,2266923264,Financial Services,Banks - Regional,
BBU,Brookfield Business Partners L.P.,3246425856,Industrials,Conglomerates,
BBUC,Brookfield Business Corporation,2582179584,Financial Services,Asset Management,
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",131202301952,Financial Services,Banks - Diversified,
BBWI,"Bath & Body Works, Inc.",4080452352,Consumer Cyclical,Specialty Retail,
BBY,"Best Buy Co., Inc.",14625148928,Consumer Cyclical,Specialty Retail,
BC,Brunswick Corporation,4971020288,Consumer Cyclical,Recreational Vehicles,
BCC,Boise Cascade Company,2805164288,Basic Materials,Lumber & Wood Production,
BCE,BCE Inc.,21494720512,Communication Services,Telecom Services,
BCH,Banco de Chile,19375077376,Financial Services,Banks - Regional,
BCO,The Brink's Company,4984059392,Industrials,Security & Protection Services,
BCPC,Balchem Corporation,5110394880,Basic Materials,Specialty Chemicals,
BCRX,"BioCryst Pharmaceuticals, Inc.",1607939072,Healthcare,Drug Manufacturers - Specialty & Generic,
BCS,Barclays PLC,89120153600,Financial Services,Banks - Diversified,
BDC,Belden Inc.,4689800704,Technology,Communication Equipment,
BDX,"Becton, Dickinson and Company",56036225024,Healthcare,Medical Instruments & Supplies,
BE,Bloom Energy Corporation,21328539648,Industrials,Electrical Equipment & Parts,
BEAM,Beam Therapeutics Inc.,2839268864,Healthcare,Biotechnology,
BEKE,KE Holdings Inc.,18855335936,Real Estate,Real Estate Services,
BELFB,Bel Fuse Inc.,2233956352,Technology,Electronic Components,
BEN,"Franklin Resources, Inc.",12612441088,Financial Services,Asset Management,
BEP,Brookfield Renewable Partners L.P.,18634045440,Utilities,Utilities - Renewable,
BEPC,Brookfield Renewable Corporation,7011773440,Utilities,Utilities - Renewable,
BETA,"BETA Technologies, Inc.",7087943680,Industrials,Aerospace & Defense,
BFAM,Bright Horizons Family Solutions Inc.,5762256384,Consumer Cyclical,Personal Services,
BFH,"Bread Financial Holdings, Inc.",3494784000,Financial Services,Credit Services,
BFS,"Saul Centers, Inc.",1086083968,Real Estate,REIT - Retail,
BG,Bunge Global SA,17224601600,Consumer Defensive,Farm Products,
BGC,"BGC Group, Inc.",4318221312,Financial Services,Capital Markets,
BHC,Bausch Health Companies Inc.,2670838016,Healthcare,Drug Manufacturers - Specialty & Generic,
BHE,"Benchmark Electronics, Inc.",1607722240,Technology,Electronic Components,
BHF,"Brighthouse Financial, Inc.",3707553280,Financial Services,Insurance - Life,
BHP,BHP Group Limited,158986895360,Basic Materials,Other Industrial Metals & Mining,
BHVN,Biohaven Ltd.,1479476608,Healthcare,Biotechnology,
BIDU,"Baidu, Inc.",43505979392,Communication Services,Internet Content & Information,
BIIB,Biogen Inc.,25978038272,Healthcare,Drug Manufacturers - General,
BILI,Bilibili Inc.,10144752640,Communication Services,Internet Content & Information,
BILL,"BILL Holdings, Inc.",5543923712,Technology,Software - Application,
BIO,"Bio-Rad Laboratories, Inc.",8197113344,Healthcare,Medical Devices,
BIP,Brookfield Infrastructure Partners L.P.,16296980480,Utilities,Utilities - Diversified,
BIPC,Brookfield Infrastructure Corporation,5546927104,Utilities,Utilities - Regulated Gas,
BIRK,Birkenstock Holding plc,7790260224,Consumer Cyclical,Footwear & Accessories,
BITF,Bitfarms Ltd.,1482850176,Financial Services,Capital Markets,
BJ,"BJ's Wholesale Club Holdings, Inc.",12365053952,Consumer Defensive,Discount Stores,
BK,The Bank of New York Mellon Corporation,82844639232,Financial Services,Banks - Diversified,
BKD,Brookdale Senior Living Inc.,2588382208,Healthcare,Medical Care Facilities,
BKE,"The Buckle, Inc.",2777804800,Consumer Cyclical,Apparel Retail,
BKH,Black Hills Corporation,5231060480,Utilities,Utilities - Regulated Gas,
BKNG,Booking Holdings Inc.,176314318848,Consumer Cyclical,Travel Services,
BKR,Baker Hughes Company,44651520000,Energy,Oil & Gas Equipment & Services,
BKU,"BankUnited, Inc.",3411651584,Financial Services,Banks - Regional,
BKV,BKV Corporation,2641647104,Energy,Oil & Gas E&P,
BL,"BlackLine, Inc.",3574640640,Technology,Software - Application,
BLBD,Blue Bird Corporation,1609217152,Industrials,Farm & Heavy Construction Machinery,
BLCO,Bausch + Lomb Corporation,6084980736,Healthcare,Medical Instruments & Supplies,
BLD,TopBuild Corp.,12153724928,Industrials,Engineering & Construction,
BLDR,"Builders FirstSource, Inc.",11499274240,Industrials,Building Products & Equipment,
BLFS,"BioLife Solutions, Inc.",1198886400,Healthcare,Medical Instruments & Supplies,
BLK,"BlackRock, Inc.",168821260288,Financial Services,Asset Management,
BLKB,"Blackbaud, Inc.",3114764800,Technology,Software - Application,
BLSH,Bullish,6199129088,Technology,Software - Infrastructure,
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",1636469760,Financial Services,Banks - Regional,
BMA,Banco Macro S.A.,6441880576,Financial Services,Banks - Regional,
BMI,"Badger Meter, Inc.",5326663680,Technology,Scientific & Technical Instruments,
BMNR,"Bitmine Immersion Technologies, Inc.",12055584768,Financial Services,Capital Markets,
BMO,Bank of Montreal,94116126720,Financial Services,Banks - Diversified,
BMRN,BioMarin Pharmaceutical Inc.,11517254656,Healthcare,Biotechnology,
BMY,Bristol-Myers Squibb Company,111233548288,Healthcare,Drug Manufacturers - General,
BN,Brookfield Corporation,105036570624,Financial Services,Asset Management,
BNL,"Broadstone Net Lease, Inc.",3458315520,Real Estate,REIT - Diversified,
BNS,The Bank of Nova Scotia,92420636672,Financial Services,Banks - Diversified,
BNT,Brookfield Wealth Solutions Ltd.,12843448320,Financial Services,Insurance - Diversified,
BNTX,BioNTech SE,22727847936,Healthcare,Biotechnology,
BOH,Bank of Hawaii Corporation,2784160768,Financial Services,Banks - Regional,
BOKF,BOK Financial Corporation,7754192896,Financial Services,Banks - Regional,
BOOT,"Boot Barn Holdings, Inc.",5682734592,Consumer Cyclical,Apparel Retail,
BORR,Borr Drilling Limited,1218285056,Energy,Oil & Gas Drilling,
BOX,"Box, Inc.",4308293120,Technology,Software - Infrastructure,
BP,BP p.l.c.,88483356672,Energy,Oil & Gas Integrated,
BPOP,"Popular, Inc.",8516790272,Financial Services,Banks - Regional,
BR,"Broadridge Financial Solutions, Inc.",26636062720,Technology,Information Technology Services,
BRBR,"BellRing Brands, Inc.",3609309952,Consumer Defensive,Packaged Foods,
BRC,Brady Corporation,3776496896,Industrials,Security & Protection Services,
BRKR,Bruker Corporation,7294694400,Healthcare,Medical Devices,
BRO,"Brown & Brown, Inc.",27579971584,Financial Services,Insurance Brokers,
BROS,Dutch Bros Inc.,10535383040,Consumer Cyclical,Restaurants,
BRSL,Brightstar Lottery PLC,2988699904,Consumer Cyclical,Gambling,
BRX,Brixmor Property Group Inc.,8050429952,Real Estate,REIT - Retail,
BRZE,"Braze, Inc.",3972428800,Technology,Software - Application,
BSAC,Banco Santander-Chile,14920222720,Financial Services,Banks - Regional,
BSBR,Banco Santander (Brasil) S.A.,46877949952,Financial Services,Banks - Regional,
BSM,"Black Stone Minerals, L.P.",2828363264,Energy,Oil & Gas E&P,
BSX,Boston Scientific Corporation,142403371008,Healthcare,Medical Devices,
BSY,"Bentley Systems, Incorporated",11841606656,Technology,Software - Application,
BTDR,Bitdeer Technologies Group,2496036352,Technology,Software - Application,
BTE,Baytex Energy Corp.,2401010176,Energy,Oil & Gas E&P,
BTG,B2Gold Corp.,6413461504,Basic Materials,Gold,
BTI,British American Tobacco p.l.c.,124410617856,Consumer Defensive,Tobacco,
BTSG,"BrightSpring Health Services, Inc.",6808299520,Healthcare,Health Information Services,
BTU,Peabody Energy Corporation,3694208000,Energy,Thermal Coal,
BUD,Anheuser-Busch InBev SA/NV,125025206272,Consumer Defensive,Beverages - Brewers,
BULL,Webull Corporation,4104861952,Technology,Software - Application,
BUR,Burford Capital Limited,1989696512,Financial Services,Asset Management,
BURL,"Burlington Stores, Inc.",18268968960,Consumer Cyclical,Apparel Retail,
BUSE,First Busey Corporation,2157180416,Financial Services,Banks - Regional,
BV,"BrightView Holdings, Inc.",1220413952,Industrials,Specialty Business Services,
